Loan_duration,Credit_history,Purpose,Credit_amount,Savings_status,Employment_length,Installment_commitment,Personal_status,Residence_since,Property_magnitude,Age,Other_payment_plans,House_ownership,Existing_credits,Job,Num_dependents,Class
12.0,existing paid,furniture/equipment,2578.0,50.0,0.0,3.0,female div/dep/mar,4.0,no known property,55.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,1
36.0,critical/other existing credit,furniture/equipment,2348.0,50.0,2.5,3.0,male mar/wid,2.0,life insurance,46.0,none,own,2.0,skilled,1.0,1
12.0,existing paid,new car,1223.0,50.0,7.0,1.0,male div/sep,1.0,real estate,46.0,none,rent,2.0,skilled,1.0,0
24.0,critical/other existing credit,radio/tv,1516.0,1000.0,2.5,4.0,female div/dep/mar,1.0,real estate,43.0,none,own,2.0,unskilled resident,1.0,1
18.0,existing paid,radio/tv,1473.0,50.0,0.5,3.0,male mar/wid,4.0,real estate,39.0,none,own,1.0,skilled,1.0,1
18.0,critical/other existing credit,business,1887.0,0.0,2.5,4.0,male mar/wid,4.0,real estate,28.0,bank,own,2.0,skilled,1.0,1
24.0,delayed previously,business,8648.0,50.0,0.5,2.0,male single,2.0,car,27.0,bank,own,2.0,skilled,1.0,0
14.0,delayed previously,new car,802.0,50.0,2.5,4.0,male single,2.0,car,27.0,none,own,2.0,unskilled resident,1.0,1
18.0,delayed previously,new car,2899.0,0.0,7.0,4.0,male single,4.0,car,43.0,none,own,1.0,skilled,2.0,1
24.0,existing paid,radio/tv,2039.0,50.0,0.5,1.0,male mar/wid,1.0,life insurance,22.0,none,own,1.0,skilled,1.0,0
24.0,critical/other existing credit,used car,2197.0,0.0,5.5,4.0,male single,4.0,car,43.0,none,own,2.0,skilled,2.0,1
15.0,existing paid,radio/tv,1053.0,50.0,0.5,4.0,male mar/wid,2.0,real estate,27.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,3235.0,750.0,7.0,3.0,male div/sep,2.0,car,26.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
12.0,critical/other existing credit,new car,939.0,750.0,5.5,4.0,male mar/wid,2.0,real estate,28.0,none,own,3.0,skilled,1.0,0
24.0,existing paid,radio/tv,1967.0,50.0,7.0,4.0,female div/dep/mar,4.0,car,20.0,none,own,1.0,skilled,1.0,1
33.0,critical/other existing credit,used car,7253.0,50.0,5.5,3.0,male single,2.0,car,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
12.0,critical/other existing credit,business,2292.0,50.0,0.0,4.0,male single,2.0,car,42.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,0
10.0,existing paid,new car,1597.0,750.0,2.5,3.0,male single,2.0,no known property,40.0,none,rent,1.0,unskilled resident,2.0,1
24.0,existing paid,new car,1381.0,0.0,2.5,4.0,female div/dep/mar,2.0,life insurance,35.0,none,own,1.0,skilled,1.0,0
36.0,critical/other existing credit,used car,5842.0,50.0,7.0,2.0,male single,2.0,life insurance,35.0,none,own,2.0,skilled,2.0,1
12.0,existing paid,new car,2579.0,50.0,0.5,4.0,male single,1.0,real estate,33.0,none,own,1.0,unskilled resident,2.0,0
18.0,delayed previously,education,8471.0,0.0,2.5,1.0,female div/dep/mar,2.0,car,23.0,none,rent,2.0,skilled,1.0,1
21.0,existing paid,new car,2782.0,750.0,5.5,1.0,female div/dep/mar,2.0,car,31.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,1
18.0,existing paid,new car,1042.0,0.0,2.5,4.0,female div/dep/mar,2.0,life insurance,33.0,none,own,1.0,skilled,1.0,0
15.0,existing paid,new car,3186.0,1000.0,5.5,2.0,female div/dep/mar,3.0,car,20.0,none,rent,1.0,skilled,1.0,1
12.0,existing paid,used car,2028.0,0.0,2.5,4.0,male single,2.0,car,30.0,none,own,1.0,skilled,1.0,1
12.0,critical/other existing credit,new car,958.0,50.0,5.5,2.0,male single,3.0,real estate,47.0,none,own,2.0,unskilled resident,2.0,1
21.0,delayed previously,furniture/equipment,1591.0,300.0,5.5,4.0,male single,3.0,real estate,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,furniture/equipment,2762.0,0.0,7.0,1.0,female div/dep/mar,2.0,life insurance,25.0,bank,own,1.0,skilled,1.0,0
18.0,existing paid,used car,2779.0,50.0,2.5,1.0,male mar/wid,3.0,car,21.0,none,rent,1.0,skilled,1.0,1
28.0,critical/other existing credit,radio/tv,2743.0,50.0,7.0,4.0,male single,2.0,car,29.0,none,own,2.0,skilled,1.0,1
18.0,critical/other existing credit,radio/tv,1149.0,1000.0,2.5,4.0,male single,3.0,real estate,46.0,none,own,2.0,skilled,1.0,1
9.0,existing paid,furniture/equipment,1313.0,50.0,7.0,1.0,male single,4.0,car,20.0,none,own,1.0,skilled,1.0,1
18.0,critical/other existing credit,repairs,1190.0,50.0,0.0,2.0,female div/dep/mar,4.0,no known property,55.0,none,for free,3.0,unemp/unskilled non res,2.0,0
5.0,existing paid,business,3448.0,50.0,5.5,1.0,male single,4.0,real estate,74.0,none,own,1.0,unskilled resident,1.0,1
24.0,existing paid,other,11328.0,50.0,2.5,2.0,male single,3.0,car,29.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,0
6.0,critical/other existing credit,furniture/equipment,1872.0,50.0,0.0,4.0,male single,4.0,no known property,36.0,none,for free,3.0,high qualif/self emp/mgmt,1.0,1
24.0,critical/other existing credit,repairs,2058.0,50.0,2.5,4.0,male div/sep,2.0,real estate,33.0,none,own,2.0,skilled,1.0,1
9.0,existing paid,furniture/equipment,2136.0,50.0,2.5,3.0,male single,2.0,real estate,25.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,radio/tv,1484.0,0.0,2.5,2.0,male mar/wid,1.0,real estate,25.0,none,own,1.0,skilled,1.0,0
6.0,existing paid,repairs,660.0,750.0,5.5,2.0,male mar/wid,4.0,real estate,23.0,none,rent,1.0,unskilled resident,1.0,1
24.0,critical/other existing credit,new car,1287.0,1000.0,7.0,4.0,female div/dep/mar,4.0,real estate,37.0,none,own,2.0,skilled,1.0,1
42.0,critical/other existing credit,repairs,3394.0,50.0,0.0,4.0,male single,4.0,car,65.0,none,own,2.0,unemp/unskilled non res,1.0,1
12.0,all paid,business,609.0,50.0,0.5,4.0,female div/dep/mar,1.0,real estate,26.0,none,own,1.0,unemp/unskilled non res,1.0,0
12.0,existing paid,new car,1884.0,50.0,7.0,4.0,male single,4.0,car,39.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,furniture/equipment,1620.0,50.0,2.5,2.0,female div/dep/mar,3.0,life insurance,30.0,none,own,1.0,skilled,1.0,1
20.0,delayed previously,other,2629.0,50.0,2.5,2.0,male single,3.0,car,29.0,bank,own,2.0,skilled,1.0,1
12.0,existing paid,education,719.0,50.0,7.0,4.0,male single,4.0,car,41.0,bank,own,1.0,unskilled resident,2.0,0
48.0,critical/other existing credit,furniture/equipment,5096.0,50.0,2.5,2.0,female div/dep/mar,3.0,car,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,0
9.0,critical/other existing credit,education,1244.0,0.0,7.0,4.0,female div/dep/mar,4.0,life insurance,41.0,none,rent,2.0,unskilled resident,1.0,1
36.0,existing paid,new car,1842.0,50.0,0.5,4.0,female div/dep/mar,4.0,car,34.0,none,own,1.0,skilled,1.0,0
7.0,existing paid,radio/tv,2576.0,50.0,2.5,2.0,male single,2.0,real estate,35.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,furniture/equipment,1424.0,0.0,7.0,3.0,female div/dep/mar,4.0,real estate,55.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
15.0,delayed previously,repairs,1512.0,1000.0,2.5,3.0,male mar/wid,3.0,life insurance,61.0,stores,own,2.0,skilled,1.0,0
36.0,critical/other existing credit,used car,11054.0,0.0,2.5,4.0,male single,2.0,car,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
6.0,existing paid,radio/tv,518.0,50.0,2.5,3.0,female div/dep/mar,1.0,real estate,29.0,none,own,1.0,skilled,1.0,1
12.0,no credits/all paid,furniture/equipment,2759.0,50.0,7.0,2.0,male single,4.0,life insurance,34.0,none,own,2.0,skilled,1.0,1
24.0,existing paid,used car,2670.0,50.0,7.0,4.0,male single,4.0,car,35.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
24.0,existing paid,new car,4817.0,50.0,5.5,2.0,male single,3.0,life insurance,31.0,none,own,1.0,skilled,1.0,0
24.0,existing paid,used car,2679.0,50.0,0.5,4.0,female div/dep/mar,1.0,no known property,29.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
11.0,critical/other existing credit,new car,3905.0,50.0,2.5,2.0,male single,2.0,real estate,36.0,none,rent,2.0,skilled,2.0,1
12.0,existing paid,used car,3386.0,50.0,7.0,3.0,male single,4.0,no known property,35.0,none,for free,1.0,skilled,1.0,0
6.0,existing paid,domestic appliance,343.0,50.0,0.5,4.0,female div/dep/mar,1.0,real estate,27.0,none,own,1.0,skilled,1.0,1
18.0,existing paid,radio/tv,4594.0,50.0,0.5,3.0,male single,2.0,car,32.0,none,own,1.0,skilled,1.0,1
36.0,existing paid,furniture/equipment,3620.0,50.0,2.5,1.0,male single,2.0,life insurance,37.0,none,own,1.0,skilled,2.0,1
15.0,existing paid,new car,1721.0,50.0,0.5,2.0,male single,3.0,real estate,36.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,furniture/equipment,3017.0,50.0,0.5,3.0,female div/dep/mar,1.0,real estate,34.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,retraining,754.0,0.0,7.0,4.0,male single,4.0,life insurance,38.0,none,own,2.0,skilled,1.0,1
18.0,existing paid,business,1950.0,50.0,5.5,4.0,male single,1.0,car,34.0,stores,own,2.0,skilled,1.0,1
24.0,existing paid,used car,2924.0,50.0,2.5,3.0,male single,4.0,no known property,63.0,bank,own,1.0,skilled,2.0,1
24.0,delayed previously,radio/tv,1659.0,50.0,0.5,4.0,female div/dep/mar,2.0,car,29.0,none,rent,1.0,unskilled resident,1.0,0
48.0,delayed previously,radio/tv,7238.0,0.0,7.0,3.0,male single,3.0,car,32.0,bank,own,2.0,skilled,2.0,1
33.0,delayed previously,business,2764.0,50.0,2.5,2.0,female div/dep/mar,2.0,car,26.0,none,own,2.0,skilled,1.0,1
24.0,delayed previously,used car,4679.0,50.0,5.5,3.0,male single,3.0,car,35.0,none,own,2.0,unskilled resident,1.0,1
24.0,existing paid,radio/tv,3092.0,300.0,0.5,3.0,male mar/wid,2.0,car,22.0,none,rent,1.0,skilled,1.0,0
6.0,existing paid,education,448.0,50.0,0.5,4.0,female div/dep/mar,4.0,life insurance,23.0,none,own,1.0,skilled,1.0,0
9.0,existing paid,new car,654.0,50.0,2.5,4.0,male single,3.0,car,28.0,none,own,1.0,unskilled resident,1.0,0
6.0,existing paid,retraining,1238.0,0.0,0.0,4.0,male single,4.0,life insurance,36.0,none,own,1.0,high qualif/self emp/mgmt,2.0,1
18.0,critical/other existing credit,radio/tv,1245.0,50.0,2.5,4.0,male mar/wid,2.0,car,33.0,none,own,1.0,skilled,1.0,0
18.0,no credits/all paid,furniture/equipment,3114.0,50.0,0.5,1.0,female div/dep/mar,4.0,life insurance,26.0,none,rent,1.0,skilled,1.0,0
39.0,existing paid,used car,2569.0,750.0,2.5,4.0,male single,4.0,car,24.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,5152.0,50.0,5.5,4.0,male single,2.0,car,25.0,bank,own,1.0,skilled,1.0,1
12.0,existing paid,business,1037.0,300.0,5.5,3.0,male single,4.0,real estate,39.0,none,own,1.0,unskilled resident,1.0,1
15.0,critical/other existing credit,furniture/equipment,1478.0,50.0,7.0,4.0,male single,4.0,car,44.0,none,own,2.0,skilled,2.0,1
12.0,critical/other existing credit,radio/tv,3573.0,50.0,2.5,1.0,female div/dep/mar,1.0,real estate,23.0,none,own,1.0,unskilled resident,1.0,1
24.0,existing paid,new car,1201.0,50.0,0.5,4.0,male single,1.0,life insurance,26.0,none,own,1.0,skilled,1.0,1
30.0,existing paid,furniture/equipment,3622.0,1000.0,7.0,4.0,female div/dep/mar,4.0,life insurance,57.0,none,rent,2.0,skilled,1.0,1
15.0,delayed previously,furniture/equipment,960.0,1000.0,5.5,3.0,female div/dep/mar,2.0,life insurance,30.0,none,own,2.0,skilled,1.0,1
12.0,critical/other existing credit,new car,1163.0,750.0,2.5,4.0,male single,4.0,real estate,44.0,none,own,1.0,skilled,1.0,1
6.0,delayed previously,new car,1209.0,50.0,0.0,4.0,male single,4.0,life insurance,47.0,none,own,1.0,high qualif/self emp/mgmt,1.0,0
12.0,existing paid,radio/tv,3077.0,50.0,2.5,2.0,male single,4.0,car,52.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,new car,3757.0,50.0,7.0,4.0,female div/dep/mar,4.0,no known property,62.0,none,for free,1.0,skilled,1.0,1
10.0,existing paid,new car,1418.0,300.0,2.5,3.0,male single,2.0,real estate,35.0,none,rent,1.0,unskilled resident,1.0,1
6.0,existing paid,new car,3518.0,50.0,2.5,2.0,male single,3.0,life insurance,26.0,none,rent,1.0,skilled,1.0,1
12.0,critical/other existing credit,radio/tv,1934.0,50.0,7.0,2.0,male single,2.0,no known property,26.0,none,own,2.0,skilled,1.0,1
27.0,no credits/all paid,business,8318.0,50.0,7.0,2.0,female div/dep/mar,4.0,no known property,42.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,0
6.0,critical/other existing credit,radio/tv,1237.0,300.0,2.5,1.0,female div/dep/mar,1.0,life insurance,27.0,none,own,2.0,skilled,1.0,1
6.0,existing paid,radio/tv,368.0,0.0,7.0,4.0,male single,4.0,life insurance,38.0,none,own,1.0,skilled,1.0,1
12.0,critical/other existing credit,new car,2122.0,50.0,2.5,3.0,male single,2.0,real estate,39.0,none,rent,2.0,unskilled resident,2.0,1
24.0,existing paid,furniture/equipment,2996.0,0.0,2.5,2.0,male mar/wid,4.0,car,20.0,none,own,1.0,skilled,1.0,0
36.0,existing paid,furniture/equipment,9034.0,300.0,0.5,4.0,male single,1.0,no known property,29.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,0
24.0,critical/other existing credit,furniture/equipment,1585.0,50.0,5.5,4.0,male single,3.0,life insurance,40.0,none,own,2.0,skilled,1.0,1
18.0,existing paid,radio/tv,1301.0,50.0,7.0,4.0,male mar/wid,2.0,real estate,32.0,none,own,1.0,unskilled resident,1.0,1
6.0,critical/other existing credit,new car,1323.0,300.0,7.0,2.0,male div/sep,4.0,car,28.0,none,own,2.0,skilled,2.0,1
24.0,existing paid,new car,3123.0,50.0,0.5,4.0,female div/dep/mar,1.0,life insurance,27.0,none,own,1.0,skilled,1.0,0
36.0,existing paid,used car,5493.0,50.0,7.0,2.0,male single,4.0,no known property,42.0,none,for free,1.0,skilled,2.0,1
9.0,existing paid,radio/tv,1126.0,300.0,7.0,2.0,male div/sep,4.0,real estate,49.0,none,own,1.0,skilled,1.0,1
24.0,critical/other existing credit,radio/tv,1216.0,300.0,0.5,4.0,male single,4.0,no known property,38.0,bank,own,2.0,skilled,2.0,0
24.0,existing paid,new car,1207.0,50.0,0.5,4.0,female div/dep/mar,4.0,life insurance,24.0,none,rent,1.0,skilled,1.0,0
10.0,existing paid,new car,1309.0,0.0,2.5,4.0,male single,4.0,life insurance,27.0,none,own,1.0,unskilled resident,1.0,0
15.0,critical/other existing credit,used car,2360.0,750.0,2.5,2.0,male single,2.0,car,36.0,none,own,1.0,skilled,1.0,1
15.0,all paid,new car,6850.0,300.0,0.0,1.0,male single,2.0,life insurance,34.0,none,own,1.0,high qualif/self emp/mgmt,2.0,0
24.0,existing paid,radio/tv,1413.0,50.0,2.5,4.0,male mar/wid,2.0,life insurance,28.0,none,own,1.0,skilled,1.0,1
39.0,existing paid,used car,8588.0,300.0,7.0,4.0,male single,2.0,car,45.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,new car,759.0,50.0,5.5,4.0,male single,2.0,real estate,26.0,none,own,1.0,skilled,1.0,0
36.0,existing paid,used car,4686.0,50.0,2.5,2.0,male single,2.0,no known property,32.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,1
15.0,existing paid,business,2687.0,50.0,5.5,2.0,male single,4.0,life insurance,26.0,none,rent,1.0,skilled,1.0,1
12.0,delayed previously,radio/tv,585.0,50.0,2.5,4.0,male mar/wid,4.0,real estate,20.0,none,rent,2.0,skilled,1.0,1
24.0,existing paid,new car,2255.0,0.0,0.5,4.0,male single,1.0,life insurance,54.0,none,own,1.0,skilled,1.0,1
6.0,critical/other existing credit,new car,609.0,50.0,5.5,4.0,female div/dep/mar,3.0,life insurance,37.0,none,own,2.0,skilled,1.0,1
6.0,critical/other existing credit,new car,1361.0,50.0,0.5,2.0,male single,4.0,real estate,40.0,none,own,1.0,unskilled resident,2.0,1
36.0,critical/other existing credit,furniture/equipment,7127.0,50.0,0.5,2.0,female div/dep/mar,4.0,life insurance,23.0,none,rent,2.0,skilled,1.0,0
6.0,existing paid,new car,1203.0,300.0,7.0,3.0,male single,2.0,life insurance,43.0,none,own,1.0,skilled,1.0,1
6.0,critical/other existing credit,radio/tv,700.0,0.0,7.0,4.0,male single,4.0,no known property,36.0,none,for free,2.0,skilled,1.0,1
24.0,critical/other existing credit,repairs,5507.0,50.0,7.0,3.0,male single,4.0,no known property,44.0,none,for free,2.0,skilled,1.0,1
18.0,existing paid,radio/tv,3190.0,50.0,2.5,2.0,female div/dep/mar,2.0,real estate,24.0,none,own,1.0,skilled,1.0,0
48.0,no credits/all paid,furniture/equipment,7119.0,50.0,2.5,3.0,male single,4.0,no known property,53.0,none,for free,2.0,skilled,2.0,0
24.0,existing paid,used car,3488.0,300.0,5.5,3.0,female div/dep/mar,4.0,car,23.0,none,own,1.0,skilled,1.0,1
18.0,existing paid,radio/tv,1113.0,50.0,2.5,4.0,female div/dep/mar,4.0,real estate,26.0,none,own,1.0,unskilled resident,2.0,1
26.0,existing paid,used car,7966.0,50.0,0.5,2.0,male single,3.0,car,30.0,none,own,2.0,skilled,1.0,1
15.0,critical/other existing credit,education,1532.0,300.0,2.5,4.0,female div/dep/mar,3.0,car,31.0,none,own,1.0,skilled,1.0,1
4.0,critical/other existing credit,radio/tv,1503.0,50.0,5.5,2.0,male single,1.0,real estate,42.0,none,own,2.0,unskilled resident,2.0,1
36.0,existing paid,radio/tv,2302.0,50.0,2.5,4.0,male div/sep,4.0,car,31.0,none,rent,1.0,skilled,1.0,0
6.0,existing paid,new car,662.0,50.0,0.5,3.0,male single,4.0,real estate,41.0,none,own,1.0,unskilled resident,2.0,1
36.0,existing paid,education,2273.0,50.0,5.5,3.0,male single,1.0,car,32.0,none,own,2.0,skilled,2.0,1
15.0,existing paid,new car,2631.0,300.0,2.5,2.0,female div/dep/mar,4.0,car,28.0,none,rent,2.0,skilled,1.0,0
12.0,delayed previously,used car,1503.0,50.0,2.5,4.0,male mar/wid,4.0,real estate,41.0,none,rent,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,1311.0,300.0,5.5,4.0,male mar/wid,3.0,life insurance,26.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,3105.0,0.0,0.5,4.0,male single,2.0,car,25.0,none,own,2.0,skilled,1.0,1
21.0,critical/other existing credit,education,2319.0,50.0,0.5,2.0,male div/sep,1.0,car,33.0,none,rent,1.0,skilled,1.0,0
6.0,existing paid,new car,1374.0,0.0,0.0,4.0,female div/dep/mar,3.0,life insurance,75.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
18.0,critical/other existing credit,furniture/equipment,3612.0,50.0,7.0,3.0,female div/dep/mar,4.0,life insurance,37.0,none,own,1.0,skilled,1.0,1
48.0,existing paid,new car,7763.0,50.0,7.0,4.0,male single,4.0,no known property,42.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,0
18.0,existing paid,furniture/equipment,3049.0,50.0,0.5,1.0,female div/dep/mar,1.0,life insurance,45.0,stores,own,1.0,unskilled resident,1.0,1
12.0,existing paid,radio/tv,1534.0,50.0,0.5,1.0,male mar/wid,1.0,real estate,23.0,none,rent,1.0,skilled,1.0,0
24.0,delayed previously,new car,2032.0,50.0,7.0,4.0,male single,4.0,no known property,60.0,none,for free,2.0,skilled,1.0,1
30.0,existing paid,furniture/equipment,6350.0,0.0,7.0,4.0,male single,4.0,life insurance,31.0,none,own,1.0,skilled,1.0,0
18.0,existing paid,furniture/equipment,2864.0,50.0,2.5,2.0,male single,1.0,real estate,34.0,none,own,1.0,unskilled resident,2.0,0
12.0,critical/other existing credit,new car,1255.0,50.0,7.0,4.0,male single,4.0,real estate,61.0,none,own,2.0,unskilled resident,1.0,1
24.0,delayed previously,new car,1333.0,50.0,0.0,4.0,male single,2.0,real estate,43.0,none,for free,2.0,skilled,2.0,0
24.0,critical/other existing credit,new car,2022.0,50.0,2.5,4.0,female div/dep/mar,4.0,car,37.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,1552.0,50.0,5.5,3.0,male single,1.0,car,32.0,bank,own,1.0,skilled,2.0,1
12.0,all paid,radio/tv,626.0,50.0,2.5,4.0,female div/dep/mar,4.0,real estate,24.0,bank,own,1.0,unskilled resident,1.0,0
48.0,critical/other existing credit,used car,8858.0,0.0,5.5,2.0,male single,1.0,no known property,35.0,none,for free,2.0,skilled,1.0,1
12.0,critical/other existing credit,repairs,996.0,0.0,5.5,4.0,female div/dep/mar,4.0,real estate,23.0,none,own,2.0,skilled,1.0,1
6.0,all paid,radio/tv,1750.0,750.0,7.0,2.0,male single,4.0,life insurance,45.0,bank,own,1.0,unskilled resident,2.0,1
48.0,existing paid,radio/tv,6999.0,50.0,5.5,1.0,male mar/wid,1.0,real estate,34.0,none,own,2.0,skilled,1.0,0
12.0,critical/other existing credit,new car,1995.0,300.0,0.5,4.0,male single,1.0,car,27.0,none,own,1.0,skilled,1.0,1
9.0,existing paid,education,1199.0,50.0,5.5,4.0,female div/dep/mar,4.0,life insurance,67.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,radio/tv,1331.0,50.0,0.5,2.0,male single,1.0,car,22.0,stores,own,1.0,skilled,1.0,0
18.0,no credits/all paid,new car,2278.0,300.0,0.5,3.0,female div/dep/mar,3.0,car,28.0,none,own,2.0,skilled,1.0,0
21.0,no credits/all paid,new car,5003.0,0.0,2.5,1.0,female div/dep/mar,4.0,life insurance,29.0,bank,own,2.0,skilled,1.0,0
24.0,all paid,furniture/equipment,3552.0,50.0,5.5,3.0,male single,4.0,car,27.0,bank,own,1.0,skilled,1.0,0
18.0,critical/other existing credit,furniture/equipment,1928.0,50.0,0.5,2.0,male single,2.0,real estate,31.0,none,own,2.0,unskilled resident,1.0,0
24.0,existing paid,used car,2964.0,0.0,7.0,4.0,male single,4.0,no known property,49.0,bank,for free,1.0,skilled,2.0,1
24.0,all paid,radio/tv,1546.0,50.0,5.5,4.0,male single,4.0,car,24.0,bank,rent,1.0,unskilled resident,1.0,0
6.0,delayed previously,radio/tv,683.0,50.0,0.5,2.0,female div/dep/mar,1.0,life insurance,29.0,bank,own,1.0,skilled,1.0,1
36.0,existing paid,new car,12389.0,0.0,2.5,1.0,male single,4.0,no known property,37.0,none,for free,1.0,skilled,1.0,0
24.0,delayed previously,business,4712.0,0.0,2.5,4.0,male single,2.0,life insurance,37.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,1
24.0,delayed previously,radio/tv,1553.0,300.0,5.5,3.0,female div/dep/mar,2.0,life insurance,23.0,none,rent,2.0,skilled,1.0,1
12.0,existing paid,new car,1372.0,50.0,5.5,2.0,male div/sep,3.0,car,36.0,none,own,1.0,skilled,1.0,0
24.0,critical/other existing credit,radio/tv,2578.0,1000.0,7.0,2.0,male single,2.0,car,34.0,none,own,1.0,skilled,1.0,1
48.0,existing paid,radio/tv,3979.0,0.0,5.5,4.0,male single,1.0,car,41.0,none,own,2.0,skilled,2.0,1
48.0,existing paid,radio/tv,6758.0,50.0,2.5,3.0,female div/dep/mar,2.0,car,31.0,none,own,1.0,skilled,1.0,0
24.0,existing paid,furniture/equipment,3234.0,50.0,0.5,4.0,female div/dep/mar,4.0,real estate,23.0,none,rent,1.0,unskilled resident,1.0,0
30.0,critical/other existing credit,radio/tv,5954.0,50.0,5.5,3.0,male single,2.0,car,38.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,used car,5433.0,0.0,0.0,2.0,female div/dep/mar,4.0,life insurance,26.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,1
15.0,existing paid,business,806.0,50.0,2.5,4.0,female div/dep/mar,4.0,life insurance,22.0,none,own,1.0,unskilled resident,1.0,1
9.0,existing paid,radio/tv,1082.0,50.0,7.0,4.0,male single,4.0,car,27.0,none,own,2.0,unskilled resident,1.0,1
15.0,critical/other existing credit,furniture/equipment,2788.0,50.0,5.5,2.0,female div/dep/mar,3.0,car,24.0,bank,own,2.0,skilled,1.0,1
12.0,existing paid,radio/tv,2930.0,50.0,5.5,2.0,female div/dep/mar,1.0,real estate,27.0,none,own,1.0,skilled,1.0,1
24.0,critical/other existing credit,education,1927.0,0.0,2.5,3.0,female div/dep/mar,2.0,car,33.0,none,own,2.0,skilled,1.0,1
36.0,critical/other existing credit,new car,2820.0,50.0,0.5,4.0,male div/sep,4.0,car,27.0,none,own,2.0,skilled,1.0,0
24.0,existing paid,retraining,937.0,50.0,0.5,4.0,male mar/wid,3.0,car,27.0,none,own,2.0,unskilled resident,1.0,1
18.0,critical/other existing credit,new car,1056.0,50.0,7.0,3.0,male single,3.0,real estate,30.0,bank,own,2.0,skilled,1.0,0
12.0,critical/other existing credit,new car,3124.0,50.0,0.5,1.0,male single,3.0,real estate,49.0,bank,own,2.0,unskilled resident,2.0,1
9.0,existing paid,furniture/equipment,1388.0,50.0,2.5,4.0,female div/dep/mar,2.0,real estate,26.0,none,rent,1.0,skilled,1.0,1
36.0,existing paid,repairs,2384.0,50.0,0.5,4.0,male single,1.0,no known property,33.0,none,rent,1.0,unskilled resident,1.0,0
12.0,existing paid,new car,2133.0,0.0,7.0,4.0,female div/dep/mar,4.0,no known property,52.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,1
18.0,existing paid,furniture/equipment,2039.0,50.0,2.5,1.0,female div/dep/mar,4.0,real estate,20.0,bank,rent,1.0,skilled,1.0,0
9.0,critical/other existing credit,new car,2799.0,50.0,2.5,2.0,male single,2.0,real estate,36.0,none,rent,2.0,skilled,2.0,1
12.0,existing paid,furniture/equipment,1289.0,50.0,2.5,4.0,male single,1.0,life insurance,21.0,none,own,1.0,unskilled resident,1.0,1
18.0,existing paid,domestic appliance,1217.0,50.0,2.5,4.0,male mar/wid,3.0,real estate,47.0,none,own,1.0,unskilled resident,1.0,0
12.0,critical/other existing credit,furniture/equipment,2246.0,50.0,7.0,3.0,male single,3.0,life insurance,60.0,none,own,2.0,skilled,1.0,0
12.0,critical/other existing credit,radio/tv,385.0,50.0,5.5,4.0,female div/dep/mar,3.0,real estate,58.0,none,own,4.0,unskilled resident,1.0,1
24.0,delayed previously,new car,1965.0,0.0,2.5,4.0,female div/dep/mar,4.0,car,42.0,none,rent,2.0,skilled,1.0,1
21.0,existing paid,business,1572.0,1000.0,7.0,4.0,female div/dep/mar,4.0,real estate,36.0,bank,own,1.0,unskilled resident,1.0,1
24.0,existing paid,new car,2718.0,50.0,2.5,3.0,female div/dep/mar,4.0,life insurance,20.0,none,rent,1.0,unskilled resident,1.0,0
24.0,all paid,other,1358.0,0.0,7.0,4.0,male single,3.0,car,40.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,0
